app_id	app_title	rating	price	no_of_ratings	size	in_app_products	installs	ratings_distribution_5	ratings_distribution_4	ratings_distribution_3	ratings_distribution_2	ratings_distribution_1	is_editors_choice	genre	age_rating	app_url
com.neighbfav.neighborfavor	Favor - Anything Delivered	4.1	0	8,561	Varies with device	nan	500,000+	5,534	1,192	334	269	1,233	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.neighbfav.neighborfavor
com.charentelibre.android	Charente Libre	3.8	0	425	17M	$0.99 per item	50,000+	165	127	50	37	46	0	News & Magazines	Everyone 10+	https://play.google.com/store/apps/details?id=com.charentelibre.android
com.andromo.dev717872.app775972	How to Prevent Alzheimer	nan	0	nan	3.5M	nan	10+	0	0	0	0	0	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.andromo.dev717872.app775972
com.hotpads.mobile	HotPads Apartments & Home Rentals	4.4	0	26,036	7.4M	nan	1,000,000+	16,299	6,452	1,861	551	888	1	House & Home	Everyone	https://play.google.com/store/apps/details?id=com.hotpads.mobile
com.spectrl.rec	Rec. (Screen Recorder)	3.5	0	104,468	2.8M	$2.49 per item	5,000,000+	52,894	9,225	7,688	4,520	30,151	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.spectrl.rec
com.forkourse.bullsbangnbbq	Big Bull's Bang'n BBQ & Southern Comfort Food	5.0	0	7	13M	nan	100+	7	0	0	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.forkourse.bullsbangnbbq
in.softecks.artificialneuralnetwork	Artificial Neural Network	3.4	0	23	50M	nan	5,000+	10	1	5	3	4	0	Education	Everyone	https://play.google.com/store/apps/details?id=in.softecks.artificialneuralnetwork
com.grand.beautyinu	Beauty In U	nan	0	nan	3.9M	nan	5+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.beautyinu
com.feelingtouch.dipan.slggameglobal	Empire:Rome Rising	4.2	0	121,005	73M	$0.99 - $149.99 per item	5,000,000+	77,090	17,777	8,593	3,963	13,586	0	Strategy	Everyone 10+	https://play.google.com/store/apps/details?id=com.feelingtouch.dipan.slggameglobal
com.dotnetideas.mypartyplannerlite	My Party Planner - Lite	3.5	0	138	2.6M	nan	10,000+	60	19	19	11	29	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.dotnetideas.mypartyplannerlite
com.aajka.bhagya	Aaj ka Bhagya Rashifal 2016	4.4	0	145	4.2M	nan	100,000+	101	15	16	5	8	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.aajka.bhagya
com.apso	aXs	nan	0	4	Varies with device	nan	100+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.apso
com.emoji.ikeyboard.emoji.BBQEmoji2	BBQ Emoji 2 for iKeyboard	nan	0	57	9.0M	nan	5,000+	0	0	0	0	0	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.emoji.ikeyboard.emoji.BBQEmoji2
br.com.votorantim.cartoes	Meu Cartão BV	4.3	0	26,427	23M	nan	500,000+	16,295	5,956	1,683	560	2,005	0	Finance	Everyone	https://play.google.com/store/apps/details?id=br.com.votorantim.cartoes
com.subsplashconsulting.s_KDFJ4R	St Ann Catholic Parish Coppell	4.8	0	21	8.7M	nan	500+	19	1	0	0	1	0	Lifestyle	Teen	https://play.google.com/store/apps/details?id=com.subsplashconsulting.s_KDFJ4R
com.grand.tamil	Tamil	nan	0	nan	3.6M	nan	5+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.tamil
com.axshealthapp	AxS Health	2.0	0	5	20M	nan	100+	1	0	0	1	3	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=com.axshealthapp
com.ajka.svichr	Aaj ka suvichar Picture quotes	4.5	0	62	4.2M	nan	10,000+	44	7	8	1	2	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.ajka.svichr
com.plunien.poloniex	Poloniex	3.1	0	291	6.0M	nan	10,000+	107	37	27	26	102	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.plunien.poloniex
com.greendot.walmart.prepaid	Walmart MoneyCard	4.3	0	7,673	10M	nan	1,000,000+	5,546	776	343	207	812	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.greendot.walmart.prepaid
com.baidu.video	百度视频	3.7	0	11,113	45M	nan	1,000,000+	5,569	1,662	1,195	580	2,108	0	Video Players & Editors	Teen	https://play.google.com/store/apps/details?id=com.baidu.video
com.chownow.thatchersbbqgrille	Thatcher's BBQ & Grille	5.0	0	2	12M	nan	500+	2	0	0	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.chownow.thatchersbbqgrille
com.grand.uyiremedia	Uyire Media	nan	0	nan	3.7M	nan	10+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.uyiremedia
com.sbectol.magiann.build	Llyfrau Bach Magi Ann	4.5	0	27	10M	nan	5,000+	21	3	1	0	2	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.sbectol.magiann.build
com.ivanGavrilov.CalcKit	CalcKit: All-in-One Calculator Free	4.7	0	5,433	7.4M	$2.99 per item	500,000+	4,324	832	149	43	87	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.ivanGavrilov.CalcKit
com.app.axs	AXS	nan	0	3	18M	nan	100+	0	0	0	0	0	0	House & Home	Everyone	https://play.google.com/store/apps/details?id=com.app.axs
br.com.frizeiro.bibliakja	Bíblia King James Atualizada - Pão da Vida	4.8	0	43,713	3.5M	nan	500,000+	38,113	4,860	631	68	90	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=br.com.frizeiro.bibliakja
com.bluepixel.aajtaktehkikat	Aaj Tak Tehkikat	5.0	0	10	10M	nan	500+	10	0	0	0	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.bluepixel.aajtaktehkikat
br.com.app.gpu1794387.gpubcd3b0e4ce15c114152ae8c98da6a390	SF Guide - Brazilian San Francisco Guide	5.0	0	23	15M	nan	500+	23	0	0	0	0	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=br.com.app.gpu1794387.gpubcd3b0e4ce15c114152ae8c98da6a390
com.BullBBQ.IDC	Bull BBQ Recipes	nan	0	nan	7.0M	nan	100+	0	0	0	0	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.BullBBQ.IDC
com.grand.technologytricks	Technology Tricks	nan	0	nan	3.6M	nan	10+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.technologytricks
com.annarbornews.android.prod	Ann Arbor News	2.8	0	12	26M	nan	1,000+	5	0	1	0	6	0	News & Magazines	Teen	https://play.google.com/store/apps/details?id=com.annarbornews.android.prod
com.axalta.app	Axalta Axs	nan	0	nan	37M	nan	1,000+	0	0	0	0	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.axalta.app
us.smiletools.fakemoneydetector	Fake banknotes detector	3.4	0	819	1.8M	nan	100,000+	401	65	84	29	241	0	Casual	Everyone	https://play.google.com/store/apps/details?id=us.smiletools.fakemoneydetector
com.sanskarvilla.aajkabhagya	Aaj ka Bhagya Rashifal - Daily Horoscope	4.4	0	9	7.5M	nan	1,000+	7	1	0	0	1	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.sanskarvilla.aajkabhagya
com.hamsoft.face.blender	Multi Face Blender	3.9	0	13,157	11M	nan	1,000,000+	6,939	2,257	1,420	672	1,870	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.hamsoft.face.blender
com.barisefe.usnewspapers	US Newspapers	4.5	0	5,782	4.5M	nan	100,000+	3,560	1,703	311	74	135	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.barisefe.usnewspapers
com.solitekids.secilhuruf	Belajar Huruf ABC + Suara	4.4	0	1,195	17M	nan	100,000+	725	262	159	25	27	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.solitekids.secilhuruf
com.chownow.oneonlybbq	One & Only BBQ	4.2	0	4	12M	nan	100+	3	0	0	1	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.chownow.oneonlybbq
com.grand.sorryentertainment	Sorry Entertainment	nan	0	nan	3.8M	nan	100+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.sorryentertainment
com.subsplash.thechurchapp.s_5CV9ZH	Catholic Church of St. Ann	4.7	0	7	8.4M	nan	100+	5	2	0	0	0	0	Education	Teen	https://play.google.com/store/apps/details?id=com.subsplash.thechurchapp.s_5CV9ZH
com.cuckooaxs	Cuckoo aXs	nan	0	nan	7.0M	nan	10+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.cuckooaxs
com.wAajkisarakar_8049285	Aaj ki sarkar: online voting 2018-19 & exit poll	4.4	0	18	13M	nan	100+	14	1	1	0	2	0	News & Magazines	Teen	https://play.google.com/store/apps/details?id=com.wAajkisarakar_8049285
com.cook.catalog.database.bbq.recipes.free.offline.apps	Grill recipes and BBQ recipes offline with photo	nan	0	nan	16M	nan	100+	0	0	0	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.cook.catalog.database.bbq.recipes.free.offline.apps
com.grand.t3life	T3 Life	nan	0	nan	4.1M	nan	5+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.t3life
com.paperplay.belajarmembaca	ABC Belajar Membaca	4.2	0	1,603	Varies with device	nan	100,000+	887	322	238	66	91	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.paperplay.belajarmembaca
com.learnacademic.artificial_neural_network	Learn Artificial Neural Network Full	nan	0	nan	9.1M	nan	500+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.learnacademic.artificial_neural_network
com.swl.koocan	KOOCAN	4.2	0	4,154	42M	nan	500,000+	2,665	524	362	127	475	0	Entertainment	Teen	https://play.google.com/store/apps/details?id=com.swl.koocan
com.kpt.atx.winkit	Wink It Emoji Keyboard Beta	4.0	0	664	8.0M	nan	10,000+	338	134	88	40	64	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.kpt.atx.winkit
com.appsprime.tech.volbooster	volume booster for android	4.3	0	524	3.2M	nan	10,000+	341	101	39	9	41	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.appsprime.tech.volbooster
com.restaurantgames.bbq.cookingcrazymasterchef	BBQ Dash - New BBQ Game	4.5	0	2	32M	nan	10+	1	1	0	0	0	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.restaurantgames.bbq.cookingcrazymasterchef
com.alphalabsaxs	Alpha Labs aXs	nan	0	nan	7.2M	nan	100+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.alphalabsaxs
com.ajsamnya.gyanhg	Aaj Ka Samanya Gyan	3.8	0	6	3.7M	nan	1,000+	3	1	1	0	1	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.ajsamnya.gyanhg
com.grand.astrochinnaraj	Astro Chinnaraj	nan	0	nan	3.8M	nan	50+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.astrochinnaraj
com.here.app.maps	HERE WeGo - Offline Maps & GPS	4.4	0	440,627	41M	nan	10,000,000+	302,429	80,948	23,978	11,460	21,893	1	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=com.here.app.maps
com.biblia.online.sagrada.offline.ritmos	Biblia Sagrada - Online e Offline Grátis	4.8	0	528	15M	$2.99 per item	10,000+	461	52	14	0	3	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.biblia.online.sagrada.offline.ritmos
com.annarbor.free	Ann Arbor TheRide Bus Tracker	4.0	0	18	3.1M	nan	1,000+	11	2	2	0	3	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=com.annarbor.free
appinventor.ai_lowepalma.lamegariobamba	La Mega Riobamba	nan	0	nan	2.6M	nan	10+	0	0	0	0	0	0	Communication	Everyone	https://play.google.com/store/apps/details?id=appinventor.ai_lowepalma.lamegariobamba
me.doubledutch.nrecaannualmeetingsixteen	NRECA Annual Meeting	5.0	0	nan	19M	nan	500+	1	0	0	0	0	0	Productivity	Teen	https://play.google.com/store/apps/details?id=me.doubledutch.nrecaannualmeetingsixteen
io.apptizer.standalone.pkgBIZ_1nq4dack3a9	Crave Hot Dogs & BBQ	nan	0	nan	12M	nan	10+	0	0	0	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=io.apptizer.standalone.pkgBIZ_1nq4dack3a9
com.axs.customer	AXS	2.0	0	20	4.6M	nan	1,000+	5	0	0	0	15	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.axs.customer
com.grand.tamilshortcuts	Tamil Short Cuts	4.0	0	2	3.8M	nan	50+	0	2	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.tamilshortcuts
tiptopapp.aajkamausamjane	Aaj Ke Mausam Ki Jankari : Weather Forecast	4.3	0	182	6.0M	nan	100,000+	133	16	11	2	23	0	Weather	Everyone	https://play.google.com/store/apps/details?id=tiptopapp.aajkamausamjane
fi.sok.abcasemat	ABC-mobiili	3.4	0	151	17M	nan	10,000+	47	41	17	14	33	0	Auto & Vehicles	Everyone	https://play.google.com/store/apps/details?id=fi.sok.abcasemat
org.cosinus.launchertv	Simple TV Launcher	4.2	0	796	756k	nan	100,000+	486	150	63	26	71	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=org.cosinus.launchertv
com.apzumi.mobile.dietlabs.dietByAnn	Diet & Training by Ann - Anna Lewandowska	4.0	0	1,234	23M	$8.49 - $47.99 per item	100,000+	814	84	54	48	235	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=com.apzumi.mobile.dietlabs.dietByAnn
org.scriptureearth.agm.nt.apk	Angaataha - Bible	nan	0	nan	3.9M	nan	5+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=org.scriptureearth.agm.nt.apk
com.app_btbwh.layout	Big Texas BBQ	3.0	0	2	17M	nan	100+	1	0	0	0	1	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.app_btbwh.layout
com.axs.security	AXS Seguridad	nan	0	3	2.0M	nan	100+	0	0	0	0	0	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.axs.security
com.grand.tamilnewspost	Tamil News Post	nan	0	nan	3.7M	nan	10+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.tamilnewspost
cl.abcdin.tarjetaabc	Tarjeta abcvisa	2.8	0	956	Varies with device	nan	100,000+	308	72	92	100	384	0	Finance	Everyone	https://play.google.com/store/apps/details?id=cl.abcdin.tarjetaabc
com.pass2parktx.pass2parktx	Pass2ParkTx	1.8	0	21	22M	nan	1,000+	4	0	0	1	16	0	Auto & Vehicles	Everyone	https://play.google.com/store/apps/details?id=com.pass2parktx.pass2parktx
com.turner.cnvideoapp	Cartoon Network App	4.0	0	121,496	Varies with device	nan	10,000,000+	80,186	9,887	7,466	5,044	18,920	0	Video Players & Editors	Everyone 10+	https://play.google.com/store/apps/details?id=com.turner.cnvideoapp
com.gotandem.wllakeanncamp	Lake Ann Camp	5.0	0	9	6.9M	nan	100+	9	0	0	0	0	0	Lifestyle	Teen	https://play.google.com/store/apps/details?id=com.gotandem.wllakeanncamp
com.qrbarcodescanner	QR & Barcode Reader	3.9	0	14,144	3.8M	nan	1,000,000+	7,177	3,095	1,452	700	1,721	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.qrbarcodescanner
keyboard.theme.black.blue.metal.simple	Black Blue Keyboard	4.7	0	96	2.1M	nan	5,000+	73	16	5	1	1	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=keyboard.theme.black.blue.metal.simple
com.app_bbqd.layout	BBQ'd Productions	5.0	0	3	11M	nan	500+	3	0	0	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.app_bbqd.layout
com.di2c.axser	AXS	4.8	0	927	4.4M	nan	10,000+	802	97	24	2	4	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.di2c.axser
br.org.dsa.dbvfiel	DBV Fiel	4.7	0	631	30M	nan	50,000+	534	37	25	9	26	0	Education	Everyone	https://play.google.com/store/apps/details?id=br.org.dsa.dbvfiel
com.sbectol.magiann.hwyl3	Llyfrau Hwyl Magi Ann Set 3	5.0	0	5	9.1M	nan	1,000+	5	0	0	0	0	0	Educational	Everyone	https://play.google.com/store/apps/details?id=com.sbectol.magiann.hwyl3
in.AajTak.ATLite	AajTak Lite - Hindi News Apps	4.1	0	3,344	76k	nan	1,000,000+	2,147	388	300	118	391	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=in.AajTak.ATLite
us.metaldetector.freestuff	Precise metal detector	3.2	0	522	1.2M	nan	100,000+	240	31	35	21	196	0	Tools	Everyone	https://play.google.com/store/apps/details?id=us.metaldetector.freestuff
bomosi.quotes.bourdain	Anthony Bourdain Quotes	nan	0	nan	21M	$4.49 per item	50+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=bomosi.quotes.bourdain
islam.muhammad.names	99 Names of Prophet Muhammad	4.9	0	24	2.4M	nan	5,000+	21	3	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=islam.muhammad.names
com.eduven.cc.bbqandgrills	Barbecue Grill Recipes Offline, BBQ, Roast Food	4.0	0	12	11M	$0.99 - $1.49 per item	5,000+	7	2	1	0	2	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.eduven.cc.bbqandgrills
py.com.abc.abctv	ABC TV	4.3	0	66	12M	nan	10,000+	50	6	2	0	9	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=py.com.abc.abctv
com.techresort.qrscanner	QR Code Reader - QR Scanner	4.8	0	510	3.5M	nan	10,000+	477	8	6	2	17	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.techresort.qrscanner
com.ann.annnews	ANN News	nan	0	nan	391k	nan	100+	0	0	0	0	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.ann.annnews
com.aeg.bst	BST Hyde Park	2.9	0	163	29M	nan	50,000+	43	26	21	21	52	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.aeg.bst
geodetector.max.com.geodetector	Geo Detector	3.9	0	284	6.8M	$2.49 per item	50,000+	158	45	23	6	52	0	Libraries & Demo	Everyone	https://play.google.com/store/apps/details?id=geodetector.max.com.geodetector
com.barclaycardus	Barclays US for Android	4.1	0	7,205	25M	nan	1,000,000+	4,146	1,484	505	302	772	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.barclaycardus
io.apptizer.standalone.pkgBIZ_4zjd598j3a4	Smoke Somethin' BBQ	nan	0	nan	13M	nan	50+	0	0	0	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=io.apptizer.standalone.pkgBIZ_4zjd598j3a4
com.uuteam.nsheedajmy	اناشيد احمد العجمي | جميع الاناشيد : بدون نت‎	nan	0	12	19M	nan	1,000+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.uuteam.nsheedajmy
com.mausam	Aaj Ka Mausam: Aaj Ka Tapman, Mausam Ki Jankari	4.4	0	564	15M	nan	500,000+	418	52	46	19	29	0	Weather	Everyone	https://play.google.com/store/apps/details?id=com.mausam
com.capeannsb.mobile	Cape Ann Savings Bank	3.1	0	8	33M	nan	500+	3	1	0	2	2	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.capeannsb.mobile
com.xfplay.phone	Xfplay	3.8	0	2,139	27M	nan	500,000+	1,156	272	219	91	403	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.xfplay.phone
me.sravnitaxi	Сравни Такси: все цены такси	4.5	0	14,132	7.4M	nan	500,000+	11,529	808	434	359	1,021	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=me.sravnitaxi
com.starfunzone.grill.maker.recipes.cooking.party.night.grilling.barbecue.chef.free.games2018	BBQ Grill Maker Recipes - Cooking Party Night 2018	4.1	0	132	23M	nan	10,000+	85	11	14	4	18	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.starfunzone.grill.maker.recipes.cooking.party.night.grilling.barbecue.chef.free.games2018
com.ajrsh.rshif	Aaj ka Rashifal	nan	0	4	4.0M	nan	500+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.ajrsh.rshif
com.sbectol.magiann.hwyl2	Llyfrau Hwyl Magi Ann Set 2	4.1	0	9	9.3M	nan	1,000+	5	2	1	0	1	0	Educational	Everyone	https://play.google.com/store/apps/details?id=com.sbectol.magiann.hwyl2
com.production.holender.hotsrealtimeadvisor	Complete HotS	4.8	0	15,244	35M	$1.00 - $25.00 per item	100,000+	12,961	1,920	191	29	151	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.production.holender.hotsrealtimeadvisor
com.sitefinder.wellsitenavigatorusa	Wellsite Navigator USA	4.1	$24.95 	386	Varies with device	$2.99 - $24.99 per item	10,000+	218	79	31	13	45	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.sitefinder.wellsitenavigatorusa
com.rajattechlib.airpollution	Air Pollution	3.9	0	7	4.5M	nan	1,000+	5	0	0	0	2	0	Weather	Everyone	https://play.google.com/store/apps/details?id=com.rajattechlib.airpollution
com.nets.netspay	NETSPay	2.5	0	660	54M	nan	50,000+	215	20	29	39	357	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.nets.netspay
droid.musicplayer.myphotomusicplayer	My Photo Music Player	4.4	0	1,009	7.0M	nan	100,000+	732	84	92	29	73	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=droid.musicplayer.myphotomusicplayer
com.chownow.llhawaiianbbq	L & L Hawaiian BBQ (CA)	2.0	0	15	12M	nan	500+	3	0	1	1	10	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.chownow.llhawaiianbbq
com.aajka.stryebd	Aaj ka Shubh status	5.0	0	3	2.2M	nan	1,000+	3	0	0	0	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.aajka.stryebd
com.iggroup.android.cfd	IG Trading - CFDs, Shares, Forex Trading	3.9	0	4,800	16M	nan	500,000+	2,394	939	577	274	616	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.iggroup.android.cfd
