app_id	app_title	rating	price	no_of_ratings	size	in_app_products	installs	ratings_distribution_5	ratings_distribution_4	ratings_distribution_3	ratings_distribution_2	ratings_distribution_1	is_editors_choice	genre	age_rating	app_url
de.finanzen.net	Börse & Aktien - finanzen.net	4.3	0	20,296	Varies with device	nan	500,000+	10,912	7,080	1,095	474	744	0	Finance	Everyone	https://play.google.com/store/apps/details?id=de.finanzen.net
com.chownow.slabbbq	SLAB BBQ	3.7	0	3	12M	nan	100+	2	0	0	0	1	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.chownow.slabbbq
com.ajay2kumar1991.aaj_ka_rashifal	Aaj ka Rashifal in hindi 2018 ( Daily Horoscope )	4.5	0	53	14M	nan	10,000+	40	8	4	0	3	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.ajay2kumar1991.aaj_ka_rashifal
com.foxego.ahnotify	Auction Notifier for World of Warcraft	4.1	0	84	8.5M	$0.99 per item	10,000+	53	7	12	3	10	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.foxego.ahnotify
it.navionics.singleAppUsa	Boating USA	4.2	$9.99 	3,141	Varies with device	$1.99 - $33.99 per item	100,000+	1,902	605	218	135	282	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=it.navionics.singleAppUsa
com.georgie.pi	Real Pi Benchmark	4.5	0	421	1.1M	nan	50,000+	301	62	28	12	18	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.georgie.pi
com.ifeng.newvideo.gp	iFeng Video	4.2	0	212	12M	nan	50,000+	127	47	17	1	20	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.ifeng.newvideo.gp
com.abraj2018sadakka.aalhob	جميع الابراج يوميا على هاتفك‎	nan	0	9	7.2M	nan	500+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.abraj2018sadakka.aalhob
com.sharksoftware.humanskeletals	Human Skeletal System 3D	3.1	0	7	40M	nan	1,000+	3	1	0	0	3	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.sharksoftware.humanskeletals
de.alpstein.alpregio.Giant	Giant Tourenplaner	4.1	0	107	15M	nan	10,000+	61	20	10	9	7	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=de.alpstein.alpregio.Giant
com.freerecipesapps.bbqandgrilledchicken	Grilled Chicken Recipes & BBQ Chicken Recipes	4.8	0	17	7.1M	nan	10,000+	14	2	1	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.freerecipesapps.bbqandgrilledchicken
com.kkza.aajkitajakhabar	Aaj ki Taja Khabar: Latest Hindi News Fatafat	4.5	0	13	4.9M	nan	500+	10	1	0	2	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.kkza.aajkitajakhabar
com.grand.tamilnewschannel	SJ Channel	nan	0	4	3.7M	nan	10+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.tamilnewschannel
com.tohsoft.cleaner.pro	Cleaner - Boost Mobile Pro	4.6	$4.49 	4,762	9.5M	nan	100,000+	3,714	652	160	60	192	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.tohsoft.cleaner.pro
com.iqair.atem	IQAir Atem	5.0	0	3	36M	nan	500+	3	0	0	0	0	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=com.iqair.atem
com.fivetouchsolutions.emcsga2017	CSGA 2017	nan	0	nan	1.5M	nan	10+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.fivetouchsolutions.emcsga2017
com.cuhk.edu.hk.HistologyofBones	Hi-Med App	1.0	0	2	3.4M	nan	500+	0	0	0	0	2	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.cuhk.edu.hk.HistologyofBones
com.Constitution.United.States.am	U.S Constitution + Amendments	4.5	0	175	1.3M	nan	50,000+	139	15	9	2	13	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.Constitution.United.States.am
com.chownow.jimnnicksbbq	Jim 'N Nick's BBQ	1.7	0	12	12M	nan	1,000+	2	0	0	0	10	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.chownow.jimnnicksbbq
com.tech.offroad.metrobus.games.hills.taxicar.citybus	Metro Bus Games Real Metro Sim	3.7	0	1,183	40M	nan	100,000+	698	85	78	39	285	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.tech.offroad.metrobus.games.hills.taxicar.citybus
com.oppahansi.ltc	Legacy Talent Calculator	4.6	0	31	7.2M	nan	1,000+	27	0	2	1	1	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.oppahansi.ltc
com.ps.tazakhabar	Aaj ki Taza Khabar, Bihar UP, Rajasthan Hindi News	4.1	0	554	4.9M	nan	100,000+	322	88	89	26	34	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.ps.tazakhabar
com.appsfreestations.rhongkong	Radio Hong Kong	nan	0	nan	3.5M	nan	10+	0	0	0	0	0	0	Music & Audio	Teen	https://play.google.com/store/apps/details?id=com.appsfreestations.rhongkong
com.innovemind.taximeter	TAXImet - Taximeter	4.5	0	560	3.2M	$1.49 - $1.99 per item	100,000+	445	46	19	11	41	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=com.innovemind.taximeter
com.muddygames.call.impossible.sniper.world.war.II.hero	Call of Impossible Sniper World War 2 Hero 3D	3.9	0	409	58M	nan	50,000+	246	40	44	10	75	0	Action	Mature 17+	https://play.google.com/store/apps/details?id=com.muddygames.call.impossible.sniper.world.war.II.hero
aprenderenfermeria.cursoenfermeria.enfermedadesysalud	Learn Nursing: Courses	nan	0	7	8.3M	nan	1,000+	0	0	0	0	0	0	Medical	Everyone	https://play.google.com/store/apps/details?id=aprenderenfermeria.cursoenfermeria.enfermedadesysalud
com.hwd.calbque	180Que BBQ Timeline Schedule	4.5	0	26	1.2M	nan	500+	18	5	1	1	1	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.hwd.calbque
com.grand.tamilnewstoday	Tamil News Today 24x7	nan	0	nan	3.7M	nan	50+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.tamilnewstoday
com.musicnetwork.therockcorner	Music Rock	4.4	0	18,434	4.5M	nan	1,000,000+	12,627	2,769	1,306	610	1,122	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.musicnetwork.therockcorner
com.gourmetlabs.gvc7090gla	GVC 7090 GLA folder player VU-meter visualization	4.1	0	47	8.7M	nan	10,000+	29	5	6	2	5	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.gourmetlabs.gvc7090gla
com.tencent.qqlive	騰訊視頻-如懿傳全網獨播	3.5	0	14,189	44M	nan	1,000,000+	6,402	1,926	1,395	687	3,783	0	Video Players & Editors	Teen	https://play.google.com/store/apps/details?id=com.tencent.qqlive
com.lumi.lumishow6	Event App by Lumi -  Conferences, meetings & more	3.3	0	22	63M	nan	10,000+	10	3	0	2	7	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.lumi.lumishow6
com.atlogis.northamerica	US Topo Maps Pro	4.4	$12.99 	1,073	9.7M	nan	10,000+	748	189	50	43	44	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=com.atlogis.northamerica
uk.co.bigalsbelfast	Big Al's BBQ and Burgers	5.0	0	5	20M	nan	500+	5	0	0	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=uk.co.bigalsbelfast
com.gujarat.ojasmarugujaratrijadejajobportal	OJAS | maru gujarat government job portal	4.8	0	48	3.6M	nan	10,000+	41	5	1	0	1	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.gujarat.ojasmarugujaratrijadejajobportal
com.artsappshowto.fineart	Fine Art	nan	0	8	12M	nan	1,000+	0	0	0	0	0	0	Art & Design	Everyone	https://play.google.com/store/apps/details?id=com.artsappshowto.fineart
org.br.aaj	Aaj Tv Network	4.2	0	410	2.4M	nan	100,000+	269	60	27	21	33	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=org.br.aaj
com.CCMIJU.Podiatry3DFree	Podiatry 3D (Free)	3.3	0	106	44M	nan	5,000+	49	8	9	3	37	0	Medical	Everyone	https://play.google.com/store/apps/details?id=com.CCMIJU.Podiatry3DFree
com.radiohipismo	RADIO HIPISMO	nan	0	nan	2.5M	nan	100+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.radiohipismo
com.kxan.android.weather	KXAN Weather	4.2	0	665	26M	nan	100,000+	420	105	41	36	63	0	Weather	Everyone	https://play.google.com/store/apps/details?id=com.kxan.android.weather
com.freebird.Bbq.Patio.Ideas	Bbq Patio Ideas	nan	0	nan	13M	nan	100+	0	0	0	0	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.freebird.Bbq.Patio.Ideas
in.the.aajtak	The Aaj Tak Live App	5.0	0	14	5.8M	nan	1,000+	14	0	0	0	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=in.the.aajtak
com.developitnowadays.portuguesetoenglish	Portuguese to English Speaking	4.2	0	1,571	13M	nan	500,000+	976	251	159	63	127	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.developitnowadays.portuguesetoenglish
com.mohanbharti.drawgraffitiletters	How to Draw Graffiti Letters	4.3	0	2,144	16M	$3.99 per item	100,000+	1,487	245	209	50	155	0	Education	Teen	https://play.google.com/store/apps/details?id=com.mohanbharti.drawgraffitiletters
com.cmgdigital.android.whbqweather	FOX13 Weather App	4.4	0	652	31M	nan	100,000+	482	72	30	15	53	0	Weather	Everyone	https://play.google.com/store/apps/details?id=com.cmgdigital.android.whbqweather
tr.com.alyaka.alper.professionalbassoon	Professional Bassoon	3.4	0	10	3.4M	nan	1,000+	5	0	2	0	3	0	Music	Everyone	https://play.google.com/store/apps/details?id=tr.com.alyaka.alper.professionalbassoon
scooterMakeup.app	SCOOTER MAKEUP MOTO	3.6	0	161	848k	nan	10,000+	63	34	27	8	29	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=scooterMakeup.app
us.plurib.soundbd2	Copycat Voice Repeater	2.6	0	36	528k	nan	5,000+	13	1	2	0	20	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=us.plurib.soundbd2
net.idt.um.android.bossrevapp	BOSS Revolution® - Cheap Calls	4.4	0	93,007	64M	$0.99 - $24.99 per item	5,000,000+	63,819	14,699	5,521	2,496	6,498	0	Communication	Everyone	https://play.google.com/store/apps/details?id=net.idt.um.android.bossrevapp
com.riatech.barbecueRecipesNew	Barbecue Recipes free - Grilling & BBQ	4.3	0	52	7.0M	$2.49 - $10.99 per item	1,000+	32	11	5	0	4	0	Food & Drink	Teen	https://play.google.com/store/apps/details?id=com.riatech.barbecueRecipesNew
com.DIYdrawingpractice.alesha	DIY Drawing Practice Tutorial	3.8	0	11	4.5M	nan	1,000+	6	2	0	1	2	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.DIYdrawingpractice.alesha
myproject.alcohol	Alcohol By Volume Percentage	2.2	0	5	4.8M	nan	100+	1	0	0	2	2	0	Education	Everyone	https://play.google.com/store/apps/details?id=myproject.alcohol
net.gurujibd.aajkikhabar	Aaj Ki Khabar - Latest Hindi News India	5.0	0	2	7.2M	nan	100+	2	0	0	0	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=net.gurujibd.aajkikhabar
com.ackaddeveloper.spellingbee	Spelling Master for Kids Spelling Learning	4.4	0	1,541	10M	$7.99 per item	500,000+	1,099	214	130	28	78	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.ackaddeveloper.spellingbee
br.com.criativasistemas.apk.android5b1e58167de44	Curso Adsumus LTDA	nan	0	nan	8.2M	nan	100+	0	0	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=br.com.criativasistemas.apk.android5b1e58167de44
apps.infinite.hungrysound	Stomach Growl (Hungry Sound)	2.5	0	27	2.7M	nan	1,000+	8	1	3	0	15	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=apps.infinite.hungrysound
com.leagend.ba200	Battery Analyzer 200	3.6	0	17	5.7M	nan	5,000+	9	2	1	0	5	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.leagend.ba200
com.thunkable.android.mkstudio839.PSU_CALCULATOR_PC	PSU CALCULATOR PC	1.8	0	69	9.2M	nan	1,000+	11	2	1	1	54	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.thunkable.android.mkstudio839.PSU_CALCULATOR_PC
com.droidoy.bbqsaucerecipess	BBQ Sauce Recipes	4.7	0	9	4.1M	nan	100+	8	0	0	1	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.droidoy.bbqsaucerecipess
independenceday.aajkamausam	Aaj Ka Mausam Jane : Weather Forecast	nan	0	2	7.8M	nan	1,000+	0	0	0	0	0	0	Weather	Everyone	https://play.google.com/store/apps/details?id=independenceday.aajkamausam
com.world.of.warcraft.wallpaper	WoW Wallpaper	3.6	0	198	3.3M	nan	10,000+	105	15	16	15	47	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.world.of.warcraft.wallpaper
com.captainbrew.calculators	CaptainBrew Recipe Builder & Homebrew Calculators	4.4	0	28	9.6M	nan	5,000+	22	1	1	3	1	0	Food & Drink	Mature 17+	https://play.google.com/store/apps/details?id=com.captainbrew.calculators
com.quaray.airpmeter	AirPMeter - Air Quality Meter	4.0	0	nan	990k	nan	100+	0	1	0	0	0	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.quaray.airpmeter
fm.webradio.mobile.android.hongkong	RADIO HONK KONG PRO	nan	0	nan	4.1M	nan	10+	0	0	0	0	0	0	Music & Audio	Everyone 10+	https://play.google.com/store/apps/details?id=fm.webradio.mobile.android.hongkong
com.raceking.realmrcdrcng	Real Mercedes Racing 2018	3.9	0	61	50M	nan	5,000+	38	7	2	0	15	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.raceking.realmrcdrcng
com.doctorandroid.oppo.opposmartphone	Oppo SmartPhone	4.0	0	35	3.2M	nan	10,000+	25	3	0	1	7	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.doctorandroid.oppo.opposmartphone
com.texasmonthly.bbqfinder	Texas Monthly BBQ Finder	nan	0	nan	10.0M	nan	500+	0	0	0	0	0	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.texasmonthly.bbqfinder
com.sixdays.truckerpath	Trucker Path – Truck Stops & Weigh Stations	4.7	0	40,302	62M	$1.99 - $99.99 per item	1,000,000+	31,460	6,311	1,119	455	987	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=com.sixdays.truckerpath
appsmoveis.com.br.sucosnaturais	Sucos e Bebidas Naturais	nan	0	174	8.5M	nan	50,000+	117	35	14	4	6	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=appsmoveis.com.br.sucosnaturais
anjana.omkashyap	Anjana Om Kashyap - Halla Bol on Aaj Tak	5.0	0	2	5.2M	nan	100+	2	0	0	0	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=anjana.omkashyap
com.mktaid.freetv	免費電視劇	3.8	0	735	7.2M	nan	100,000+	418	84	65	29	140	0	Video Players & Editors	Teen	https://play.google.com/store/apps/details?id=com.mktaid.freetv
com.webstudio86.indonesia	Radio Indonesia FM	4.0	0	5	5.0M	nan	500+	2	1	2	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.webstudio86.indonesia
com.erstegroup.investment	Erste Investment	nan	0	72	4.0M	nan	10,000+	0	0	0	0	0	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.erstegroup.investment
com.microsoft.rdc.android.beta	Microsoft Remote Desktop Beta	4.1	0	3,801	Varies with device	nan	100,000+	2,179	705	317	170	430	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.microsoft.rdc.android.beta
com.superoinvitations.bbqinvitations	BBQ Invitations	nan	0	18	45M	nan	1,000+	0	0	0	0	0	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.superoinvitations.bbqinvitations
com.tdyv.vcharak	Aaj ka vichar	nan	0	nan	3.4M	nan	1,000+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.tdyv.vcharak
com.omysoft.gramatica.portuguesa	Gramática Portuguesa	4.3	0	220	2.7M	nan	50,000+	139	44	15	7	15	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.omysoft.gramatica.portuguesa
com.andromo.dev574165.app545980	Internet Banking-All Banks	4.2	0	850	4.0M	nan	100,000+	563	99	73	34	81	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.andromo.dev574165.app545980
ai.vi.console	vi publisher console	3.0	0	2	2.4M	nan	100+	1	0	0	0	1	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=ai.vi.console
us.prankfactory.xrayscanner2	X-ray prank	3.1	0	105	8.7M	nan	10,000+	46	5	8	2	44	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=us.prankfactory.xrayscanner2
air.net.sabis.bookshelf	SABIS® My E-books	2.8	0	2,197	50M	nan	50,000+	804	99	195	114	989	0	Education	Everyone	https://play.google.com/store/apps/details?id=air.net.sabis.bookshelf
com.main.bbq	The Sauce Shop	4.4	0	30	9.6M	nan	5,000+	22	3	3	0	2	0	Libraries & Demo	Everyone	https://play.google.com/store/apps/details?id=com.main.bbq
com.tdbank	TD Bank (US)	4.3	0	33,699	49M	nan	1,000,000+	22,648	5,043	2,138	1,188	2,725	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.tdbank
com.ionic.simhasth	simhastha kal aaj aur kal - Ujjain kumbha Mela	5.0	0	8	41M	nan	10+	8	0	0	0	0	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.ionic.simhasth
hk.com.officeessential.adjust	ADJUST	nan	0	2	Varies with device	nan	100+	0	0	0	0	0	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=hk.com.officeessential.adjust
com.atv.india	Asia News Network (ANN)	4.5	0	325	6.7M	nan	5,000+	256	18	20	5	26	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.atv.india
com.rideaustin.android	Ride Austin Non-Profit TNC	3.1	0	655	14M	nan	100,000+	288	41	35	44	247	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=com.rideaustin.android
com.translator.pt	English Portuguese Translator	4.4	0	1,387	5.8M	nan	100,000+	957	212	100	40	80	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.translator.pt
com.mounir.hongkongradio.android	RADIO HONG KONG	nan	0	nan	4.8M	nan	10+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.mounir.hongkongradio.android
ar.gov.gba.ed.mishaberes	Mis Haberes	nan	0	354	14M	nan	50,000+	0	0	0	0	0	0	Tools	Everyone	https://play.google.com/store/apps/details?id=ar.gov.gba.ed.mishaberes
com.menudrive.RedRiver	Red River BBQ	nan	0	nan	8.2M	nan	100+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.menudrive.RedRiver
net.sabis.mobilelms	SABIS® Digital Platform	2.2	0	66	12M	nan	1,000+	18	1	4	2	44	0	Education	Everyone	https://play.google.com/store/apps/details?id=net.sabis.mobilelms
com.muhurtf.aajuhs	Aaj ka Muhurt	4.1	0	37	3.7M	nan	10,000+	25	3	0	4	5	0	Lifestyle	Everyone	https://play.google.com/store/apps/details?id=com.muhurtf.aajuhs
punjabi.songss.myvideos	Punjabi Songs - Punjabi Old Video Songs	4.8	0	559	7.6M	nan	100,000+	494	31	18	5	13	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=punjabi.songss.myvideos
ferdari.pc.tecnico	Manual PC - Componentes	4.6	0	163	2.6M	nan	10,000+	121	28	5	2	7	0	Education	Everyone	https://play.google.com/store/apps/details?id=ferdari.pc.tecnico
com.andromo.dev429285.app400466	Dicas Para Falar em Público	nan	0	107	2.1M	nan	50,000+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.andromo.dev429285.app400466
com.waka.android.weather	ANN Weather	4.8	0	17	39M	nan	1,000+	15	2	1	0	0	0	Weather	Everyone	https://play.google.com/store/apps/details?id=com.waka.android.weather
com.tvizio.player	TVizio	4.6	0	45	5.0M	nan	1,000+	39	2	0	0	4	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.tvizio.player
radio.radiodehongkong	收音機app香港	nan	0	nan	4.5M	nan	10+	0	0	0	0	0	0	Music & Audio	Teen	https://play.google.com/store/apps/details?id=radio.radiodehongkong
com.waxeye.bbqgame	Hellers BBQ Challenge	2.8	0	4	56M	nan	100+	0	2	0	1	1	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.waxeye.bbqgame
com.sina.news	新浪新闻	3.8	0	1,583	26M	nan	100,000+	725	334	181	91	252	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.sina.news
lite.liteappnews.in.Aajtak	Lite App For Aaj Tak News and Live TV(INDIA TODAY)	4.8	0	4	1.6M	nan	1,000+	3	1	0	0	0	0	Communication	Everyone	https://play.google.com/store/apps/details?id=lite.liteappnews.in.Aajtak
com.ringtonesfromclashroyale.soundsapp	Ringtones for Clash Royale™	4.1	0	1,618	22M	nan	100,000+	1,091	146	130	33	218	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.ringtonesfromclashroyale.soundsapp
number.seven.apps.btx	BTX - La Bíblia Textual	4.6	0	397	2.8M	nan	10,000+	289	71	24	8	5	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=number.seven.apps.btx
com.agm.automaticwifiweblogin	WiFi Panther - The Real Automatic Web Sign-In App	3.7	0	404	4.3M	$1.49 - $14.99 per item	10,000+	215	44	21	35	89	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.agm.automaticwifiweblogin
de.droidenschmiede.weather	Weather Frog Shortcut	4.4	0	59	1.4M	nan	5,000+	45	5	3	1	5	0	Weather	Everyone	https://play.google.com/store/apps/details?id=de.droidenschmiede.weather
com.ann.saurabh.machinelearning_ann	Tutorial On Artificial Neural Network	4.9	0	40	9.7M	$3.00 per item	1,000+	37	3	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.ann.saurabh.machinelearning_ann
com.bibibstudio.koreanbbq	Korean BBQ Recipes	nan	0	3	9.4M	nan	100+	0	0	0	0	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.bibibstudio.koreanbbq
com.gourmetlabs.piereongl707a	Piereon GL-707A folder player VU-meter reel tape	3.8	0	66	11M	nan	10,000+	42	2	5	1	17	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.gourmetlabs.piereongl707a
com.tube.chinese.tvseries	TV-C - China Drama Channel	4.2	0	537	8.2M	nan	100,000+	348	73	48	22	52	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.tube.chinese.tvseries
com.ultimatecampgrounds.ultimatecampgrounds	Ultimate Public Campgrounds (Over 38,600 in US&CA)	4.7	$3.99 	234	5.7M	nan	5,000+	184	39	3	5	3	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=com.ultimatecampgrounds.ultimatecampgrounds
com.sysmarche.khabreaajbhi	Khabre Aaj Bhi	4.4	0	7	2.2M	nan	100+	6	0	0	0	1	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.sysmarche.khabreaajbhi
com.denver.multi	DENVER BFH-11	nan	0	43	4.2M	nan	1,000+	0	0	0	0	0	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=com.denver.multi
adiba.jui.flyingfish	Flying Fish	5.0	0	3	2.1M	nan	100+	3	0	0	0	0	0	Arcade	Everyone	https://play.google.com/store/apps/details?id=adiba.jui.flyingfish
com.colorweddinggames.bbqsteaktacos	BBQ Steak Tacos	nan	0	9	42M	nan	1,000+	0	0	0	0	0	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.colorweddinggames.bbqsteaktacos
com.soln.S29367ED295BF41E1B97E47DB2963C27C	Ann Taylor Card	2.1	0	49	6.8M	nan	10,000+	8	2	4	6	29	0	Shopping	Everyone	https://play.google.com/store/apps/details?id=com.soln.S29367ED295BF41E1B97E47DB2963C27C
com.realvoice.android21	RealVoice	3.8	0	64	7.0M	nan	10,000+	29	10	13	6	6	0	Communication	Everyone	https://play.google.com/store/apps/details?id=com.realvoice.android21
mil.navy.clrec	CLREC Navy Global Deployer	4.6	0	7	40M	nan	1,000+	6	0	0	1	0	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=mil.navy.clrec
com.aaj.vancuver	Aaj Vancouver	5.0	0	4	3.1M	nan	10+	4	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.aaj.vancuver
com.grand.holygospelmusic	Holy Gospel Music	5.0	0	2	3.8M	nan	50+	2	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.holygospelmusic
com.andromo.dev8656.app621993	US Grants and Loans	4.5	0	278	18M	nan	100,000+	211	37	13	5	12	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.andromo.dev8656.app621993
com.twoxlgames.sxhd	2XL Supercross HD	4.0	$4.99 	1,628	43M	nan	50,000+	924	266	146	94	198	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.twoxlgames.sxhd
com.app_embersbbqhouse.layout	Embers BBQ House	nan	0	nan	12M	nan	10+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.app_embersbbqhouse.layout
com.all.document.reader.pdf.ppt.world	All Documents Reader: PDF PPT Word 2019	4.8	0	363	34M	nan	5,000+	341	9	4	3	13	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.all.document.reader.pdf.ppt.world
ru.epicapp7.simulatorchoppingtimber	Simulator Chopping Timber	nan	0	19	34M	nan	1,000+	0	0	0	0	0	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=ru.epicapp7.simulatorchoppingtimber
com.boaa.mobile	Bank of Ann Arbor	4.3	0	17	35M	nan	1,000+	12	2	1	0	2	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.boaa.mobile
com.news.iflow	Hindi News - Aaj Tak Live News	4.9	0	61	3.0M	nan	1,000+	59	1	1	0	1	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.news.iflow
com.grand.tnpsctamil	Tnpsc Aptitude Tamil	4.3	0	7	3.7M	nan	1,000+	5	1	0	0	1	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.tnpsctamil
net.brixoft.lumberjack	Lumberjack	3.1	0	15	20M	nan	1,000+	7	1	0	0	7	0	Arcade	Everyone	https://play.google.com/store/apps/details?id=net.brixoft.lumberjack
com.tencent.news	腾讯新闻	4.0	0	7,300	23M	nan	1,000,000+	4,072	1,470	621	268	871	0	News & Magazines	Everyone	https://play.google.com/store/apps/details?id=com.tencent.news
com.passportparking.mobile.epark	epark Ann Arbor	4.8	0	219	19M	nan	10,000+	205	7	2	2	4	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=com.passportparking.mobile.epark
com.aajkyhn.itihasd	Aaj Ka Itihas	4.2	0	12	3.8M	nan	1,000+	8	1	2	0	1	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.aajkyhn.itihasd
com.grand.lakshya	Lakshya Dance Unlimited	nan	0	nan	3.8M	nan	1+	0	0	0	0	0	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.grand.lakshya
